1 4.96229e-07 5.86841e-07 3.11782e-08 -0.112767 -0.0999155 -0.0138461
1.65913e-07 -0.271872 -0.24089 -0.0333817 1.07171 -1.28291 0.13159
2.44847e-06 0.377021 0.854358 0.0223992 -0.709804 0.625677 -0.0421701
